Jogador,Player,Unnamed: 1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Player,Unnamed: 1,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"JadsomRed Bull Bragantino, 21, DMC","253JadsomRed Bull Bragantino, 21, DMC",  ,2(5),286.0,0.9,0.7,1,-,0.9,1,0.1,-,6.41,"253JadsomRed Bull Bragantino, 21, DMC",  ,2(5),286.0,-,-,0.4,0.3,0.6,0.1,-,0.4,1,6.41,"253JadsomRed Bull Bragantino, 21, DMC",  ,2(5),286.0,-,0.3,22.7,84.9,-,2.6,-,6.41,"253JadsomRed Bull Bragantino, 21, DMC",  ,2(5),286.0,-,-,3,-,0.4,84.9,0.1,-,6.41
"Lucas BarbosaSantos FC, 21, Midfielder","254Lucas BarbosaSantos FC, 21, Midfielder",  ,2(4),213.0,2.3,0.2,0.8,-,0.3,1.2,-,-,6.41,"254Lucas BarbosaSantos FC, 21, Midfielder",  ,2(4),213.0,-,-,1.3,0.2,0.3,2,0.3,0.8,0.8,6.41,"254Lucas BarbosaSantos FC, 21, Midfielder",  ,2(4),213.0,-,0.2,15.7,63.8,-,0.7,-,6.41,"254Lucas BarbosaSantos FC, 21, Midfielder",  ,2(4),213.0,-,-,-,-,1.3,63.8,1.7,-,6.41
"AdsonCorinthians, 21, AM(LR)","255AdsonCorinthians, 21, AM(LR)",  ,5(3),371.0,0.9,0.5,0.8,-,0.4,0.1,-,-,6.41,"255AdsonCorinthians, 21, AM(LR)",  ,5(3),371.0,-,-,0.6,0.3,1.6,0.5,-,0.8,1,6.41,"255AdsonCorinthians, 21, AM(LR)",  ,5(3),371.0,-,0.3,18.1,81.4,-,0.1,-,6.41,"255AdsonCorinthians, 21, AM(LR)",  ,5(3),371.0,-,-,-,-,0.6,81.4,0.3,-,6.41
"Léo GamalhoCoritiba, 36, FW","256Léo GamalhoCoritiba, 36, FW",  ,6(1),548.0,0.9,-,0.7,-,0.3,0.1,0.3,-,6.4,"256Léo GamalhoCoritiba, 36, FW",  ,6(1),548.0,1,-,1.4,0.9,0.1,1,0.3,1,1.1,6.4,"256Léo GamalhoCoritiba, 36, FW",  ,6(1),548.0,-,0.9,16.9,79.7,-,0.4,-,6.4,"256Léo GamalhoCoritiba, 36, FW",  ,6(1),548.0,1,-,-,-,1.4,79.7,2.6,-,6.4
"JeffersonAtletico GO, 25, D(L)","257JeffersonAtletico GO, 25, D(L)",  ,11,815.0,1.6,0.6,1.4,-,1.5,1,0.2,-,6.4,"257JeffersonAtletico GO, 25, D(L)",  ,11,815.0,1,-,0.5,0.3,0.4,0.6,-,0.2,1,6.4,"257JeffersonAtletico GO, 25, D(L)",  ,11,815.0,-,0.3,40.4,83.1,0.2,1.8,-,6.4,"257JeffersonAtletico GO, 25, D(L)",  ,11,815.0,1,-,1,-,0.5,83.1,1,-,6.4
"LéoSao Paulo, 26, D(CL)","258LéoSao Paulo, 26, D(CL)",  ,7(1),650.0,1,0.4,1.1,-,2.1,0.1,0.3,-,6.4,"258LéoSao Paulo, 26, D(CL)",  ,7(1),650.0,-,-,0.3,0.4,0.5,0.8,-,0.3,0.3,6.4,"258LéoSao Paulo, 26, D(CL)",  ,7(1),650.0,-,0.4,47.6,87.4,0.3,3.1,-,6.4,"258LéoSao Paulo, 26, D(CL)",  ,7(1),650.0,-,-,3,-,0.3,87.4,1.8,-,6.4
"Rodrigo NestorSao Paulo, 22, DMC","259Rodrigo NestorSao Paulo, 22, DMC",  ,9(1),698.0,0.7,1.1,1.6,-,0.4,1.3,0.1,-,6.4,"259Rodrigo NestorSao Paulo, 22, DMC",  ,9(1),698.0,-,-,1.8,0.8,0.6,0.6,0.1,1.2,1.3,6.4,"259Rodrigo NestorSao Paulo, 22, DMC",  ,9(1),698.0,-,0.8,29.1,81.1,0.2,1.2,0.3,6.4,"259Rodrigo NestorSao Paulo, 22, DMC",  ,9(1),698.0,-,-,1,-,1.8,81.1,0.3,-,6.4
"Arthur ChavesAvai FC, 21, D(C)","260Arthur ChavesAvai FC, 21, D(C)",  ,8,676.0,1.3,1.1,0.6,0.4,3.8,-,1.1,-,6.4,"260Arthur ChavesAvai FC, 21, D(C)",  ,8,676.0,-,-,0.5,0.1,0.1,0.8,-,0.1,0.5,6.4,"260Arthur ChavesAvai FC, 21, D(C)",  ,8,676.0,-,0.1,46.6,87.1,-,1.6,-,6.4,"260Arthur ChavesAvai FC, 21, D(C)",  ,8,676.0,-,-,3,-,0.5,87.1,1.1,-,6.4
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CamiloCuiaba, 23, DMC,M(R)","261CamiloCuiaba, 23, DMC,M(R)",  ,5(1),447.0,1.3,1.5,1,0.2,2.2,1.2,0.3,-,6.4,"261CamiloCuiaba, 23, DMC,M(R)",  ,5(1),447.0,-,-,0.5,0.2,0.7,0.7,-,0.3,1.3,6.4,"261CamiloCuiaba, 23, DMC,M(R)",  ,5(1),447.0,-,0.2,38.0,82.0,0.2,2,-,6.4,"261CamiloCuiaba, 23, DMC,M(R)",  ,5(1),447.0,-,-,1,-,0.5,82.0,1,-,6.4
"Thonny AndersonCoritiba, 24, AM(C),FW","262Thonny AndersonCoritiba, 24, AM(C),FW",  ,3(2),206.0,0.8,-,1,-,0.2,1,0.2,-,6.4,"262Thonny AndersonCoritiba, 24, AM(C),FW",  ,3(2),206.0,-,-,0.6,0.6,2,0.4,-,1.2,1.2,6.4,"262Thonny AndersonCoritiba, 24, AM(C),FW",  ,3(2),206.0,-,0.6,21.8,79.8,0.4,1.2,0.2,6.4,"262Thonny AndersonCoritiba, 24, AM(C),FW",  ,3(2),206.0,-,-,1,-,0.6,79.8,0.6,-,6.4
"Iury CastilhoCeara, 26, FW","263Iury CastilhoCeara, 26, FW",  ,4(3),269.0,0.4,0.1,0.9,-,0.1,0.3,-,-,6.4,"263Iury CastilhoCeara, 26, FW",  ,4(3),269.0,-,1,0.3,0.4,1.1,1.6,0.4,0.9,1,6.4,"263Iury CastilhoCeara, 26, FW",  ,4(3),269.0,1,0.4,8.6,81.7,-,0.1,-,6.4,"263Iury CastilhoCeara, 26, FW",  ,4(3),269.0,-,1,2,-,0.3,81.7,0.6,-,6.4
"Eduardo BiasiAvai FC, 25, M(C)","264Eduardo BiasiAvai FC, 25, M(C)",  ,9(2),695.0,1.5,0.7,1.5,-,0.4,1.5,0.1,-,6.4,"264Eduardo BiasiAvai FC, 25, M(C)",  ,9(2),695.0,-,-,0.7,0.8,0.8,1.2,-,0.6,1.5,6.4,"264Eduardo BiasiAvai FC, 25, M(C)",  ,9(2),695.0,-,0.8,26.6,86.7,-,1,0.1,6.4,"264Eduardo BiasiAvai FC, 25, M(C)",  ,9(2),695.0,-,-,3,-,0.7,86.7,0.3,-,6.4
"FelipeFortaleza, 28, DMC","265FelipeFortaleza, 28, DMC",  ,4(1),347.0,1.4,1.6,1,-,1.6,1.2,0.2,-,6.4,"265FelipeFortaleza, 28, DMC",  ,4(1),347.0,-,-,0.6,0.6,-,1.8,-,0.4,0.6,6.4,"265FelipeFortaleza, 28, DMC",  ,4(1),347.0,-,0.6,39.8,83.9,-,2.6,-,6.4,"265FelipeFortaleza, 28, DMC",  ,4(1),347.0,-,-,2,-,0.6,83.9,1.2,-,6.4
"Vitor GabrielJuventude, 22, FW","266Vitor GabrielJuventude, 22, FW",  ,0(7),144.0,0.7,-,0.7,-,0.4,0.1,0.1,-,6.39,"266Vitor GabrielJuventude, 22, FW",  ,0(7),144.0,1,-,1.1,0.3,0.4,0.4,0.1,0.4,0.9,6.39,"266Vitor GabrielJuventude, 22, FW",  ,0(7),144.0,-,0.3,4.7,63.6,-,0.1,-,6.39,"266Vitor GabrielJuventude, 22, FW",  ,0(7),144.0,1,-,1,-,1.1,63.6,1.3,-,6.39
"Victor LuisCeara, 29, D(L),M(CL)","267Victor LuisCeara, 29, D(L),M(CL)",  ,3(4),325.0,0.6,0.6,1.3,-,1.4,0.3,-,-,6.39,"267Victor LuisCeara, 29, D(L),M(CL)",  ,3(4),325.0,-,-,0.9,0.4,0.1,1,-,0.4,0.7,6.39,"267Victor LuisCeara, 29, D(L),M(CL)",  ,3(4),325.0,-,0.4,24.9,83.3,0.4,1.7,-,6.39,"267Victor LuisCeara, 29, D(L),M(CL)",  ,3(4),325.0,-,-,-,-,0.9,83.3,0.3,-,6.39
"Agustín CanobbioAthletico Paranaense, 23, AM(R)","268Agustín CanobbioAthletico Paranaense, 23, AM(R)",  ,4(4),351.0,1.1,0.5,0.6,-,0.3,0.8,-,-,6.39,"268Agustín CanobbioAthletico Paranaense, 23, AM(R)",  ,4(4),351.0,1,-,0.6,0.5,0.6,0.9,-,0.5,1.1,6.39,"268Agustín CanobbioAthletico Paranaense, 23, AM(R)",  ,4(4),351.0,-,0.5,10.3,79.3,0.1,0.1,0.1,6.39,"268Agustín CanobbioAthletico Paranaense, 23, AM(R)",  ,4(4),351.0,1,-,1,-,0.6,79.3,0.1,-,6.39
"Rafael GavaCuiaba, 29, AM(C)","269Rafael GavaCuiaba, 29, AM(C)",  ,8(1),670.0,1,0.6,0.8,-,0.4,1.3,-,-,6.39,"269Rafael GavaCuiaba, 29, AM(C)",  ,8(1),670.0,-,-,0.8,1.2,0.4,1.2,0.2,0.8,1.3,6.39,"269Rafael GavaCuiaba, 29, AM(C)",  ,8(1),670.0,-,1.2,25.7,76.2,1,1.3,-,6.39,"269Rafael GavaCuiaba, 29, AM(C)",  ,8(1),670.0,-,-,1,-,0.8,76.2,0.7,-,6.39
"RobinhoCoritiba, 34, M(CR)","270RobinhoCoritiba, 34, M(CR)",  ,2(4),274.0,0.8,0.5,0.5,-,-,1.5,-,-,6.39,"270RobinhoCoritiba, 34, M(CR)",  ,2(4),274.0,-,-,0.2,1.2,0.5,1.3,-,0.2,0.7,6.39,"270RobinhoCoritiba, 34, M(CR)",  ,2(4),274.0,-,1.2,33.7,81.7,0.5,2.3,-,6.39,"270RobinhoCoritiba, 34, M(CR)",  ,2(4),274.0,-,-,-,-,0.2,81.7,-,-,6.39
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adrián MartínezCoritiba, 30, FW","271Adrián MartínezCoritiba, 30, FW",  ,3(6),333.0,0.4,0.1,0.8,-,-,0.1,-,-,6.39,"271Adrián MartínezCoritiba, 30, FW",  ,3(6),333.0,3,-,1,0.6,0.4,0.4,0.2,0.9,1.1,6.39,"271Adrián MartínezCoritiba, 30, FW",  ,3(6),333.0,-,0.6,7.7,69.6,-,0.4,-,6.39,"271Adrián MartínezCoritiba, 30, FW",  ,3(6),333.0,3,-,3,-,1,69.6,0.3,-,6.39
"DavidInternacional, 26, AM(CLR),FW","272DavidInternacional, 26, AM(CLR),FW",  ,6(3),405.0,0.8,-,1.4,-,0.3,0.2,0.1,-,6.39,"272DavidInternacional, 26, AM(CLR),FW",  ,6(3),405.0,-,1,0.7,0.2,1.1,1,0.1,0.9,1.8,6.39,"272DavidInternacional, 26, AM(CLR),FW",  ,6(3),405.0,1,0.2,11.9,72.0,-,0.2,-,6.39,"272DavidInternacional, 26, AM(CLR),FW",  ,6(3),405.0,-,1,1,-,0.7,72.0,0.9,-,6.39
"Vitor BuenoAthletico Paranaense, 27, AM(CLR),FW","273Vitor BuenoAthletico Paranaense, 27, AM(CLR),FW",  ,6(4),542.0,0.1,0.2,0.7,-,0.6,0.4,-,-,6.39,"273Vitor BuenoAthletico Paranaense, 27, AM(CLR),FW",  ,6(4),542.0,2,-,1.1,1,0.6,1.1,-,0.7,1,6.39,"273Vitor BuenoAthletico Paranaense, 27, AM(CLR),FW",  ,6(4),542.0,-,1,20.9,78.9,0.1,0.6,-,6.39,"273Vitor BuenoAthletico Paranaense, 27, AM(CLR),FW",  ,6(4),542.0,2,-,1,-,1.1,78.9,0.8,-,6.39
"Jean IrmerJuventude, 27, DMC","274Jean IrmerJuventude, 27, DMC",  ,4(4),325.0,0.9,1.3,0.5,-,1.3,1.4,1,-,6.38,"274Jean IrmerJuventude, 27, DMC",  ,4(4),325.0,-,-,0.5,0.3,-,0.8,-,0.4,0.4,6.38,"274Jean IrmerJuventude, 27, DMC",  ,4(4),325.0,-,0.3,13.6,74.3,-,2.4,-,6.38,"274Jean IrmerJuventude, 27, DMC",  ,4(4),325.0,-,-,1,-,0.5,74.3,0.5,-,6.38
"RamonRed Bull Bragantino, 21, D(L)","275RamonRed Bull Bragantino, 21, D(L)",  ,3(3),323.0,1.2,0.3,1.2,-,1.5,0.7,0.5,-,6.38,"275RamonRed Bull Bragantino, 21, D(L)",  ,3(3),323.0,-,-,0.5,0.3,1.2,1,-,0.3,1.3,6.38,"275RamonRed Bull Bragantino, 21, D(L)",  ,3(3),323.0,-,0.3,26.0,74.4,0.3,1.3,-,6.38,"275RamonRed Bull Bragantino, 21, D(L)",  ,3(3),323.0,-,-,1,1,0.5,74.4,1.2,-,6.38
"SorrisoRed Bull Bragantino, 21, AM(LR)","276SorrisoRed Bull Bragantino, 21, AM(LR)",  ,5(5),532.0,0.9,0.5,0.8,-,0.2,0.4,0.1,-,6.38,"276SorrisoRed Bull Bragantino, 21, AM(LR)",  ,5(5),532.0,1,-,1,0.5,0.3,0.9,-,1.3,1.4,6.38,"276SorrisoRed Bull Bragantino, 21, AM(LR)",  ,5(5),532.0,-,0.5,12.7,81.1,0.2,0.1,-,6.38,"276SorrisoRed Bull Bragantino, 21, AM(LR)",  ,5(5),532.0,1,-,1,-,1,81.1,0.6,-,6.38
"NicolásGoias, 32, Forward","277NicolásGoias, 32, Forward",  ,1(7),245.0,0.1,-,1,-,0.4,0.3,0.1,-,6.38,"277NicolásGoias, 32, Forward",  ,1(7),245.0,-,-,0.6,0.5,0.4,1.3,0.6,1,1.5,6.38,"277NicolásGoias, 32, Forward",  ,1(7),245.0,-,0.5,9.5,69.7,-,0.4,-,6.38,"277NicolásGoias, 32, Forward",  ,1(7),245.0,-,-,-,-,0.6,69.7,2.8,-,6.38
"Diego GonçalvesBotafogo RJ, 27, Forward","278Diego GonçalvesBotafogo RJ, 27, Forward",  ,3(2),252.0,0.6,0.4,1.2,-,0.8,1,-,-,6.37,"278Diego GonçalvesBotafogo RJ, 27, Forward",  ,3(2),252.0,-,-,1.2,0.6,0.4,0.2,0.4,1,1,6.37,"278Diego GonçalvesBotafogo RJ, 27, Forward",  ,3(2),252.0,-,0.6,16.4,65.9,0.4,-,-,6.37,"278Diego GonçalvesBotafogo RJ, 27, Forward",  ,3(2),252.0,-,-,-,-,1.2,65.9,1.8,-,6.37
"WandersonAtletico GO, 31, D(C)","279WandersonAtletico GO, 31, D(C)",  ,7,630.0,0.4,0.6,1.1,0.1,3.6,0.3,1.3,-,6.37,"279WandersonAtletico GO, 31, D(C)",  ,7,630.0,-,-,0.1,-,0.1,0.4,-,0.1,-,6.37,"279WandersonAtletico GO, 31, D(C)",  ,7,630.0,-,-,45.0,86.7,-,4,-,6.37,"279WandersonAtletico GO, 31, D(C)",  ,7,630.0,-,-,-,-,0.1,86.7,3.7,-,6.37
"Caio ViníciusGoias, 23, M(C)","281Caio ViníciusGoias, 23, M(C)",  ,7(1),517.0,1.8,1,2,-,1.1,1.4,-,-,6.36,"281Caio ViníciusGoias, 23, M(C)",  ,7(1),517.0,-,-,0.5,0.4,0.9,1.3,-,0.8,0.9,6.36,"281Caio ViníciusGoias, 23, M(C)",  ,7(1),517.0,-,0.4,21.0,85.7,-,1.6,-,6.36,"281Caio ViníciusGoias, 23, M(C)",  ,7(1),517.0,-,-,4,-,0.5,85.7,0.8,-,6.36
"AdemirAtletico MG, 27, AM(CR)","282AdemirAtletico MG, 27, AM(CR)",  ,7(4),547.0,0.5,0.1,0.9,-,0.1,0.9,0.1,-,6.36,"282AdemirAtletico MG, 27, AM(CR)",  ,7(4),547.0,-,-,1,0.7,1.4,1.5,0.4,0.7,2.1,6.36,"282AdemirAtletico MG, 27, AM(CR)",  ,7(4),547.0,-,0.7,11.8,79.2,-,0.2,0.1,6.36,"282AdemirAtletico MG, 27, AM(CR)",  ,7(4),547.0,-,-,2,-,1,79.2,-,-,6.36
"MayconCorinthians, 25, M(C)","283MayconCorinthians, 25, M(C)",  ,4(1),284.0,1.2,1,1.4,-,0.6,0.8,0.2,-,6.36,"283MayconCorinthians, 25, M(C)",  ,4(1),284.0,-,-,0.4,1,0.2,0.4,-,-,0.4,6.36,"283MayconCorinthians, 25, M(C)",  ,4(1),284.0,-,1,27.8,87.8,0.8,1.4,-,6.36,"283MayconCorinthians, 25, M(C)",  ,4(1),284.0,-,-,2,-,0.4,87.8,-,-,6.36
"MaurícioInternacional, 21, AM(CR)","284MaurícioInternacional, 21, AM(CR)",  ,4(6),313.0,0.7,0.3,0.2,-,0.1,0.3,0.1,-,6.36,"284MaurícioInternacional, 21, AM(CR)",  ,4(6),313.0,-,1,0.5,0.5,0.4,0.5,-,0.2,0.4,6.36,"284MaurícioInternacional, 21, AM(CR)",  ,4(6),313.0,1,0.5,13.1,73.3,0.1,0.6,-,6.36,"284MaurícioInternacional, 21, AM(CR)",  ,4(6),313.0,-,1,1,-,0.5,73.3,0.1,-,6.36
"AirtonAtletico GO, 23, AM(R)","285AirtonAtletico GO, 23, AM(R)",  ,4(5),405.0,1,0.4,0.9,-,-,1.3,0.1,-,6.35,"285AirtonAtletico GO, 23, AM(R)",  ,4(5),405.0,-,1,1.1,0.2,0.9,0.4,-,0.7,0.9,6.35,"285AirtonAtletico GO, 23, AM(R)",  ,4(5),405.0,1,0.2,8.7,74.4,0.2,-,0.1,6.35,"285AirtonAtletico GO, 23, AM(R)",  ,4(5),405.0,-,1,1,-,1.1,74.4,0.7,-,6.35
"HelinhoRed Bull Bragantino, 22, AM(LR)","286HelinhoRed Bull Bragantino, 22, AM(LR)",  ,6(5),522.0,0.5,0.5,1.3,-,0.3,0.6,-,-,6.35,"286HelinhoRed Bull Bragantino, 22, AM(LR)",  ,6(5),522.0,-,1,1.3,1.1,1,0.8,0.1,0.8,1.8,6.35,"286HelinhoRed Bull Bragantino, 22, AM(LR)",  ,6(5),522.0,1,1.1,19.6,74.5,0.4,1.1,-,6.35,"286HelinhoRed Bull Bragantino, 22, AM(LR)",  ,6(5),522.0,-,1,4,-,1.3,74.5,0.1,-,6.35
"LizieroInternacional, 24, DMC","287LizieroInternacional, 24, DMC",  ,4(1),292.0,2.2,0.6,1.8,0.2,0.2,0.6,0.2,-,6.35,"287LizieroInternacional, 24, DMC",  ,4(1),292.0,-,-,-,0.6,0.4,1,-,0.8,1.4,6.35,"287LizieroInternacional, 24, DMC",  ,4(1),292.0,-,0.6,31.4,88.5,0.4,1.2,-,6.35,"287LizieroInternacional, 24, DMC",  ,4(1),292.0,-,-,2,-,-,88.5,0.2,-,6.35
"Rodrigo SoaresJuventude, 29, D(R),M(R)","288Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,9(1),768.0,0.5,0.2,0.7,0.2,2.4,0.3,0.1,-,6.35,"288Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,9(1),768.0,1,-,0.6,0.5,0.8,0.3,-,0.4,0.8,6.35,"288Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,9(1),768.0,-,0.5,33.7,86.1,0.6,1.7,-,6.35,"288Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,9(1),768.0,1,-,2,-,0.6,86.1,0.5,-,6.35
"Vinícius ZanoceloSantos FC, 21, DMC","289Vinícius ZanoceloSantos FC, 21, DMC",  ,9,698.0,1,1.1,1.3,-,0.8,1.7,-,-,6.34,"289Vinícius ZanoceloSantos FC, 21, DMC",  ,9,698.0,-,-,1.6,0.7,0.2,0.8,0.2,0.6,0.6,6.34,"289Vinícius ZanoceloSantos FC, 21, DMC",  ,9,698.0,-,0.7,37.8,87.1,-,1.7,-,6.34,"289Vinícius ZanoceloSantos FC, 21, DMC",  ,9,698.0,-,-,-,-,1.6,87.1,1.4,-,6.34
"Felipe AzevedoAmerica MG, 35, AM(CLR),FW","290Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,9(1),685.0,1.1,0.3,1,0.1,0.3,0.9,0.1,-,6.34,"290Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,9(1),685.0,1,-,1.5,1.1,1.2,0.7,0.1,1,2.7,6.34,"290Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,9(1),685.0,-,1.1,24.0,72.5,0.1,1,0.1,6.34,"290Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,9(1),685.0,1,-,-,1,1.5,72.5,1.3,-,6.34
"Henrique AlmeidaAmerica MG, 31, AM(LR),FW","291Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,4(3),323.0,0.9,-,1.4,0.1,0.4,0.7,-,-,6.34,"291Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,4(3),323.0,-,-,0.6,0.3,1,0.6,0.3,1,1.6,6.34,"291Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,4(3),323.0,-,0.3,11.7,78.0,0.1,0.3,0.1,6.34,"291Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,4(3),323.0,-,-,1,-,0.6,78.0,0.9,-,6.34
"MartinelliFluminense, 20, DMC","292MartinelliFluminense, 20, DMC",  ,2(3),207.0,1,0.2,0.8,-,0.8,0.4,0.2,-,6.33,"292MartinelliFluminense, 20, DMC",  ,2(3),207.0,-,-,0.2,-,1,0.2,-,0.8,1,6.33,"292MartinelliFluminense, 20, DMC",  ,2(3),207.0,-,-,42.8,92.1,-,0.8,-,6.33,"292MartinelliFluminense, 20, DMC",  ,2(3),207.0,-,-,-,-,0.2,92.1,0.4,-,6.33
"GiulianoCorinthians, 32, AM(CLR),FW","293GiulianoCorinthians, 32, AM(CLR),FW",  ,5(4),460.0,0.8,0.6,0.3,-,0.4,1,0.1,-,6.33,"293GiulianoCorinthians, 32, AM(CLR),FW",  ,5(4),460.0,-,-,0.6,0.7,0.8,0.3,0.1,1,0.8,6.33,"293GiulianoCorinthians, 32, AM(CLR),FW",  ,5(4),460.0,-,0.7,31.9,89.2,-,0.4,-,6.33,"293GiulianoCorinthians, 32, AM(CLR),FW",  ,5(4),460.0,-,-,-,-,0.6,89.2,0.2,-,6.33
"CapixabaJuventude, 25, AM(LR)","294CapixabaJuventude, 25, AM(LR)",  ,5(3),487.0,1.6,0.3,0.8,-,0.5,0.9,0.1,-,6.33,"294CapixabaJuventude, 25, AM(LR)",  ,5(3),487.0,-,-,0.6,0.4,0.5,1.6,-,0.5,0.9,6.33,"294CapixabaJuventude, 25, AM(LR)",  ,5(3),487.0,-,0.4,10.1,71.6,0.3,0.3,-,6.33,"294CapixabaJuventude, 25, AM(LR)",  ,5(3),487.0,-,-,2,-,0.6,71.6,0.5,-,6.33
"TitiFortaleza, 34, D(C)","295TitiFortaleza, 34, D(C)",  ,9(1),843.0,0.8,1.1,1.3,0.3,2.2,0.3,0.5,-,6.33,"295TitiFortaleza, 34, D(C)",  ,9(1),843.0,-,-,0.1,-,0.1,1.1,0.1,0.1,0.9,6.33,"295TitiFortaleza, 34, D(C)",  ,9(1),843.0,-,-,34.3,81.6,-,2.9,-,6.33,"295TitiFortaleza, 34, D(C)",  ,9(1),843.0,-,-,2,-,0.1,81.6,0.7,-,6.33
"Bruno MeloCorinthians, 29, D(L),M(L)","296Bruno MeloCorinthians, 29, D(L),M(L)",  ,4(1),344.0,0.2,0.4,1.2,0.2,2,0.2,0.2,-,6.32,"296Bruno MeloCorinthians, 29, D(L),M(L)",  ,4(1),344.0,-,-,0.4,0.2,-,0.8,0.4,-,0.2,6.32,"296Bruno MeloCorinthians, 29, D(L),M(L)",  ,4(1),344.0,-,0.2,34.0,84.1,0.2,0.8,-,6.32,"296Bruno MeloCorinthians, 29, D(L),M(L)",  ,4(1),344.0,-,-,1,-,0.4,84.1,3.4,-,6.32
"Tchê TchêBotafogo RJ, 29, M(CR)","297Tchê TchêBotafogo RJ, 29, M(CR)",  ,5,362.0,1.4,0.4,0.4,-,0.4,-,-,-,6.32,"297Tchê TchêBotafogo RJ, 29, M(CR)",  ,5,362.0,-,-,0.6,0.4,0.4,1.6,-,-,0.8,6.32,"297Tchê TchêBotafogo RJ, 29, M(CR)",  ,5,362.0,-,0.4,42.8,93.0,-,1.8,-,6.32,"297Tchê TchêBotafogo RJ, 29, M(CR)",  ,5,362.0,-,-,-,-,0.6,93.0,0.4,-,6.32
"Edson FernandoAtletico GO, 24, DMC","298Edson FernandoAtletico GO, 24, DMC",  ,2(4),201.0,0.8,0.3,-,-,0.7,0.2,0.3,-,6.32,"298Edson FernandoAtletico GO, 24, DMC",  ,2(4),201.0,-,-,-,-,0.5,1.2,-,-,0.5,6.32,"298Edson FernandoAtletico GO, 24, DMC",  ,2(4),201.0,-,-,14.3,89.5,-,0.8,-,6.32,"298Edson FernandoAtletico GO, 24, DMC",  ,2(4),201.0,-,-,-,-,-,89.5,0.2,-,6.32
"Luccas ClaroFluminense, 30, D(C)","299Luccas ClaroFluminense, 30, D(C)",  ,4(1),313.0,0.2,0.8,0.8,1.2,5,0.4,0.4,1,6.32,"299Luccas ClaroFluminense, 30, D(C)",  ,4(1),313.0,-,-,0.2,-,-,1.2,-,0.2,0.2,6.32,"299Luccas ClaroFluminense, 30, D(C)",  ,4(1),313.0,-,-,30.6,73.2,-,1.4,-,6.32,"299Luccas ClaroFluminense, 30, D(C)",  ,4(1),313.0,-,-,1,-,0.2,73.2,3,-,6.32
"MoratoAvai FC, 29, AM(LR)","301MoratoAvai FC, 29, AM(LR)",  ,3(3),256.0,0.8,0.2,1.5,-,0.2,1,0.3,-,6.32,"301MoratoAvai FC, 29, AM(LR)",  ,3(3),256.0,1,-,0.8,0.5,0.8,1.2,0.3,1.3,2.5,6.32,"301MoratoAvai FC, 29, AM(LR)",  ,3(3),256.0,-,0.5,11.3,80.9,0.2,0.7,0.2,6.32,"301MoratoAvai FC, 29, AM(LR)",  ,3(3),256.0,1,-,-,-,0.8,80.9,0.2,-,6.32
"Juan RamírezAmerica MG, 24, AM(C)","302Juan RamírezAmerica MG, 24, AM(C)",  ,2(4),196.0,0.5,0.2,1,-,0.3,0.3,-,-,6.31,"302Juan RamírezAmerica MG, 24, AM(C)",  ,2(4),196.0,-,1,0.5,0.8,1,0.8,0.2,0.7,1.5,6.31,"302Juan RamírezAmerica MG, 24, AM(C)",  ,2(4),196.0,1,0.8,12.5,80.0,-,0.3,-,6.31,"302Juan RamírezAmerica MG, 24, AM(C)",  ,2(4),196.0,-,1,1,-,0.5,80.0,0.3,-,6.31
"MarinhoFlamengo, 32, AM(CLR),FW","303MarinhoFlamengo, 32, AM(CLR),FW",  ,4(4),331.0,0.9,0.6,1.1,-,-,0.4,-,-,6.31,"303MarinhoFlamengo, 32, AM(CLR),FW",  ,4(4),331.0,-,-,1.3,0.3,0.8,2.4,-,0.5,2,6.31,"303MarinhoFlamengo, 32, AM(CLR),FW",  ,4(4),331.0,-,0.3,12.8,83.3,0.3,0.3,-,6.31,"303MarinhoFlamengo, 32, AM(CLR),FW",  ,4(4),331.0,-,-,4,-,1.3,83.3,0.1,-,6.31
